in s,C2 in V
-2.9070832E-03,6.37602E+00
-2.9070380E-03,6.33695E+00
-2.9069928E-03,6.35648E+00
-2.9069476E-03,6.31742E+00
-2.9069024E-03,6.31742E+00
-2.9068572E-03,6.37602E+00
-2.9068120E-03,6.33695E+00
-2.9067668E-03,6.31742E+00
-2.9067216E-03,6.33695E+00
-2.9066764E-03,6.33695E+00
-2.9066312E-03,6.33695E+00
-2.9065860E-03,6.35648E+00
-2.9065408E-03,6.31742E+00
-2.9064956E-03,6.37602E+00
-2.9064504E-03,6.33695E+00
-2.9064052E-03,6.33695E+00
-2.9063600E-03,6.29789E+00
-2.9063148E-03,6.31742E+00
-2.9062696E-03,6.29789E+00
-2.9062244E-03,6.31742E+00
-2.9061792E-03,6.25883E+00
-2.9061340E-03,6.31742E+00
-2.9060888E-03,6.31742E+00
-2.9060436E-03,6.33695E+00
-2.9059984E-03,6.25883E+00
-2.9059532E-03,6.33695E+00
-2.9059080E-03,6.33695E+00
-2.9058628E-03,6.29789E+00
-2.9058176E-03,6.35648E+00
-2.9057724E-03,6.31742E+00
-2.9057272E-03,6.33695E+00
-2.9056820E-03,6.37602E+00
-2.9056368E-03,6.37602E+00
-2.9055916E-03,6.25883E+00
-2.9055464E-03,6.33695E+00
-2.9055012E-03,6.29789E+00
-2.9054560E-03,6.31742E+00
-2.9054108E-03,6.29789E+00
-2.9053656E-03,6.25883E+00
-2.9053204E-03,6.35648E+00
-2.9052752E-03,6.29789E+00
-2.9052300E-03,6.29789E+00
-2.9051848E-03,6.31742E+00
-2.9051396E-03,6.29789E+00
-2.9050944E-03,6.31742E+00
-2.9050492E-03,6.35648E+00
